Array Size,Sequential (s),Parallel 2 Processes (s),Parallel 4 Processes (s),Parallel 8 Processes (s),Speedup (2 processes),Speedup (4 processes),Speedup (8 processes)
100,0.00011223333422094584,0.00011220000063379605,0.00010706664761528373,0.00012459999804074565,1.0002970907928832,1.0482567327990624,0.9007490849578041
1000,0.001668066659476608,0.0019265666681652267,0.0016370333420733612,0.0017221999975542228,0.8658234812425141,1.0189570466316478,0.9685673335533085
5000,0.01167006668401882,0.012264199981776377,0.010764066653791815,0.01058496666761736,0.9515554786581766,1.0841689353445105,1.1025133144463375
10000,0.02667309999621163,1.7887842666629392,1.970098166668322,2.6582484999865605,0.014911300648887944,0.013538970010473701,0.01003408823379247
