Array Size,Sequential (s),Parallel 2 Processes (s),Parallel 4 Processes (s),Parallel 8 Processes (s),Speedup (2 processes),Speedup (4 processes),Speedup (8 processes)
100,0.00011353334411978722,0.00011349997172753017,0.00011216670585175355,0.0001113333273679018,1.0002940299609693,1.0121839921896245,1.0197606305667615
1000,0.002234966649363438,0.0018090667047848303,0.0017527333305527766,0.001769999973475933,1.2354252297342811,1.2751321666591318,1.262693041161126
5000,0.011310033344974121,0.014859466580674052,0.016379033370564382,0.013042833345631758,0.7611331997397364,0.690518975637474,0.8671454311544985
10000,0.0314496000452588,1.9693601666173588,2.1216767000344894,2.967581400026878,0.01596945067660108,0.01482299355257451,0.01059772110883764
